x, f_1, f_2
3.803803803803803785e+00,-5.447455182689591169e-01,1.123790562517044123e+00
3.813813813813813791e+00,-5.580143895067688486e-01,1.127118120837169002e+00
3.823823823823823798e+00,-5.712948078537225527e-01,1.130446771056185407e+00
3.833833833833833804e+00,-5.845795652143109811e-01,1.133776510672601434e+00
3.843843843843843811e+00,-5.978614283767640369e-01,1.137107337197172940e+00
3.853853853853853817e+00,-6.111331421032984990e-01,1.140439248152812279e+00
3.863863863863863823e+00,-6.243874322315169367e-01,1.143772241074497931e+00
3.873873873873873830e+00,-6.376170087856961599e-01,1.147106313509183684e+00
3.883883883883883836e+00,-6.508145690966963270e-01,1.150441463015710930e+00
3.893893893893893843e+00,-6.639728009292226174e-01,1.153777687164718957e+00
3.903903903903903849e+00,-6.770843856151648188e-01,1.157114983538559461e+00
3.913913913913913856e+00,-6.901420011917394071e-01,1.160453349731208839e+00
3.923923923923923862e+00,-7.031383255431546964e-01,1.163792783348183146e+00
3.933933933933933869e+00,-7.160660395445214155e-01,1.167133282006453943e+00
3.943943943943943875e+00,-7.289178302067241821e-01,1.170474843334363690e+00
3.953953953953953881e+00,-7.416863938209765639e-01,1.173817464971543156e+00
3.963963963963963888e+00,-7.543644391017740869e-01,1.177161144568829476e+00
3.973973973973973894e+00,-7.669446903269669935e-01,1.180505879788184220e+00
3.983983983983983901e+00,-7.794198904736693301e-01,1.183851668302613014e+00
3.993993993993993907e+00,-7.917828043487291634e-01,1.187198507796086266e+00
4.004004004004004358e+00,-8.040262217124802824e-01,1.190546395963459680e+00
4.014014014014014364e+00,-8.161429603944999611e-01,1.193895330510395203e+00
4.024024024024024371e+00,-8.281258694001073506e-01,1.197245309153285531e+00
4.034034034034034377e+00,-8.399678320063270753e-01,1.200596329619175284e+00
4.044044044044044384e+00,-8.516617688460580426e-01,1.203948389645686845e+00
4.054054054054054390e+00,-8.632006409791889157e-01,1.207301486980943084e+00
4.064064064064064397e+00,-8.745774529494034777e-01,1.210655619383494752e+00
4.074074074074074403e+00,-8.857852558254291075e-01,1.214010784622245431e+00
4.084084084084084409e+00,-8.968171502254851379e-01,1.217366980476378480e+00
4.094094094094094416e+00,-9.076662893236933094e-01,1.220724204735285090e+00
4.104104104104104422e+00,-9.183258818372244114e-01,1.224082455198492347e+00
4.114114114114114429e+00,-9.287891949929569790e-01,1.227441729675591509e+00
4.124124124124124435e+00,-9.390495574724346817e-01,1.230802025986168946e+00
4.134134134134134442e+00,-9.491003623339192563e-01,1.234163341959734650e+00
4.144144144144144448e+00,-9.589350699103416087e-01,1.237525675435654726e+00
4.154154154154154455e+00,-9.685472106819628113e-01,1.240889024263081897e+00
4.164164164164164461e+00,-9.779303881225739348e-01,1.244253386300888442e+00
4.174174174174174468e+00,-9.870782815180613179e-01,1.247618759417598255e+00
4.184184184184184474e+00,-9.959846487561880846e-01,1.250985141491320674e+00
4.194194194194194480e+00,-1.004643329086445602e+00,1.254352530409684974e+00
4.204204204204204487e+00,-1.013048245848842122e+00,1.257720924069773982e+00
4.214214214214214493e+00,-1.021193409170511268e+00,1.261090320378060348e+00
4.224224224224224500e+00,-1.029072918629030609e+00,1.264460717250342148e+00
4.234234234234234506e+00,-1.036680965881359384e+00,1.267832112611679163e+00
4.244244244244244513e+00,-1.044011837257313946e+00,1.271204504396329371e+00
4.254254254254254519e+00,-1.051059916316512410e+00,1.274577890547688330e+00
4.264264264264264526e+00,-1.057819686367744261e+00,1.277952269018225007e+00
4.274274274274274532e+00,-1.064285732949718177e+00,1.281327637769422934e+00
4.284284284284284539e+00,-1.070452746272175792e+00,1.284703994771717150e+00
4.294294294294294545e+00,-1.076315523616360181e+00,1.288081338004436027e+00
4.304304304304304551e+00,-1.081868971693852988e+00,1.291459665455740424e+00
4.314314314314314558e+00,-1.087108108962804964e+00,1.294838975122565516e+00
4.324324324324324564e+00,-1.092028067900606469e+00,1.298219265010561285e+00
4.334334334334334571e+00,-1.096624097232056450e+00,1.301600533134035009e+00
4.344344344344344577e+00,-1.100891564112111531e+00,1.304982777515894643e+00
4.354354354354354584e+00,-1.104825956262312614e+00,1.308365996187589753e+00
4.364364364364364590e+00,-1.108422884060002334e+00,1.311750187189057115e+00
4.374374374374374597e+00,-1.111678082579470317e+00,1.315135348568663654e+00
4.384384384384384603e+00,-1.114587413584178455e+00,1.318521478383151146e+00
4.394394394394394610e+00,-1.117146867469239968e+00,1.321908574697581606e+00
4.404404404404404616e+00,-1.119352565153346024e+00,1.325296635585282212e+00
4.414414414414414622e+00,-1.121200759919351198e+00,1.328685659127791574e+00
4.424424424424424629e+00,-1.122687839202753057e+00,1.332075643414806443e+00
4.434434434434434635e+00,-1.123810326327320697e+00,1.335466586544128198e+00
4.444444444444444642e+00,-1.124564882187144788e+00,1.338858486621610444e+00
4.454454454454454648e+00,-1.124948306874410608e+00,1.342251341761107053e+00
4.464464464464464655e+00,-1.124957541252208815e+00,1.345645150084420205e+00
4.474474474474474661e+00,-1.124589668471725812e+00,1.349039909721249098e+00
4.484484484484484668e+00,-1.123841915433177574e+00,1.352435618809139317e+00
4.494494494494494674e+00,-1.122711654189871178e+00,1.355832275493432437e+00
4.504504504504504681e+00,-1.121196403294800081e+00,1.359229877927216057e+00
4.514514514514514687e+00,-1.119293829089208048e+00,1.362628424271274286e+00
4.524524524524524693e+00,-1.117001746932573925e+00,1.366027912694039115e+00
4.534534534534534700e+00,-1.114318122373491926e+00,1.369428341371540903e+00
4.544544544544544706e+00,-1.111241072260954699e+00,1.372829708487360634e+00
4.554554554554554713e+00,-1.107768865795557778e+00,1.376232012232582180e+00
4.564564564564564719e+00,-1.103899925520179348e+00,1.379635250805745228e+00
4.574574574574574726e+00,-1.099632828249704541e+00,1.383039422412796871e+00
4.584584584584584732e+00,-1.094966305939395923e+00,1.386444525267046757e+00
4.594594594594594739e+00,-1.089899246491528029e+00,1.389850557589119795e+00
4.604604604604604745e+00,-1.084430694499936454e+00,1.393257517606910412e+00
4.614614614614614752e+00,-1.078559851932150426e+00,1.396665403555537699e+00
4.624624624624624758e+00,-1.072286078748806881e+00,1.400074213677299451e+00
4.634634634634634764e+00,-1.065608893460068263e+00,1.403483946221628198e+00
4.644644644644644771e+00,-1.058527973618788698e+00,1.406894599445046801e+00
4.654654654654654777e+00,-1.051043156250203614e+00,1.410306171611124482e+00
4.664664664664664784e+00,-1.043154438217938740e+00,1.413718660990432641e+00
4.674674674674674790e+00,-1.034861976526161742e+00,1.417132065860502443e+00
4.684684684684684797e+00,-1.026166088557726619e+00,1.420546384505781967e+00
4.694694694694694803e+00,-1.017067252248182951e+00,1.423961615217593124e+00
4.704704704704704810e+00,-1.007566106195552313e+00,1.427377756294089917e+00
4.714714714714714816e+00,-9.976634497057970119e-01,1.430794806040216249e+00
4.724724724724724823e+00,-9.873602427739305298e-01,1.434212762767665517e+00
4.734734734734734829e+00,-9.766576060007515769e-01,1.437631624794837748e+00
4.744744744744744835e+00,-9.655568204452004144e-01,1.441051390446800751e+00
4.754754754754754842e+00,-9.540593274123687628e-01,1.444472058055248143e+00
4.764764764764764848e+00,-9.421667281772180269e-01,1.447893625958460051e+00
4.774774774774774855e+00,-9.298807836440854402e-01,1.451316092501263144e+00
4.784784784784784861e+00,-9.172034139420846000e-01,1.454739456034991107e+00
4.794794794794794868e+00,-9.041366979565339523e-01,1.458163714917445564e+00
4.804804804804804874e+00,-8.906828727965673265e-01,1.461588867512857215e+00
4.814814814814814881e+00,-8.768443331991151446e-01,1.465014912191847207e+00
4.824824824824824887e+00,-8.626236308694584798e-01,1.468441847331389161e+00
4.834834834834834894e+00,-8.480234737585962135e-01,1.471869671314771200e+00
4.844844844844844900e+00,-8.330467252776809772e-01,1.475298382531558206e+00
4.854854854854854906e+00,-8.176964034498104272e-01,1.478727979377554957e+00
4.864864864864864913e+00,-8.019756799994828267e-01,1.482158460254768384e+00
4.874874874874874919e+00,-7.858878793800533336e-01,1.485589823571371593e+00
4.884884884884884926e+00,-7.694364777395488186e-01,1.489022067741667232e+00
4.894894894894894932e+00,-7.526251018252279046e-01,1.492455191186051300e+00
4.904904904904904939e+00,-7.354575278272935668e-01,1.495889192330977169e+00
4.914914914914914945e+00,-7.179376801621937254e-01,1.499324069608920285e+00
4.924924924924924952e+00,-7.000696301959661305e-01,1.502759821458342859e+00
4.934934934934934958e+00,-6.818575949081103760e-01,1.506196446323659011e+00
4.944944944944944965e+00,-6.633059354964934151e-01,1.509633942655199679e+00
4.954954954954954971e+00,-6.444191559238166001e-01,1.513072308909178654e+00
4.964964964964964977e+00,-6.252019014061989122e-01,1.516511543547657714e+00
4.974974974974974984e+00,-6.056589568444510352e-01,1.519951645038513544e+00
4.984984984984984990e+00,-5.857952451986423448e-01,1.523392611855403755e+00
4.994994994994994997e+00,-5.656158258065797639e-01,1.526834442477732923e+00
5.005005005005005003e+00,-5.451258926468450783e-01,1.530277135390620824e+00
5.015015015015015010e+00,-5.243307725470576219e-01,1.533720689084868027e+00
5.025025025025025016e+00,-5.032359233380512276e-01,1.537165102056924360e+00
5.035035035035035023e+00,-4.818469319546752061e-01,1.540610372808856487e+00
5.045045045045045029e+00,-4.601695124839542683e-01,1.544056499848314612e+00
5.055055055055055035e+00,-4.382095041613573438e-01,1.547503481688502713e+00
5.065065065065065042e+00,-4.159728693159529533e-01,1.550951316848144579e+00
5.075075075075075048e+00,-3.934656912652436112e-01,1.554400003851454715e+00
5.085085085085085055e+00,-3.706941721604966600e-01,1.557849541228105483e+00
5.095095095095095061e+00,-3.476646307834044269e-01,1.561299927513196462e+00
5.105105105105105068e+00,-3.243835002949304047e-01,1.564751161247225131e+00
5.115115115115115074e+00,-3.008573259372142594e-01,1.568203240976054680e+00
5.125125125125125081e+00,-2.770927626894292839e-01,1.571656165250884696e+00
5.135135135135135087e+00,-2.530965728785042335e-01,1.575109932628221632e+00
5.145145145145145094e+00,-2.288756237456367471e-01,1.578564541669847721e+00
5.155155155155155100e+00,-2.044368849695508694e-01,1.582019990942792775e+00
5.165165165165165106e+00,-1.797874261474578517e-01,1.585476279019304213e+00
5.175175175175175113e+00,-1.549344142347070519e-01,1.588933404476818190e+00
5.185185185185185119e+00,-1.298851109441230278e-01,1.592391365897930955e+00
5.195195195195195126e+00,-1.046468701060454531e-01,1.595850161870369321e+00
5.205205205205205132e+00,-7.922713499010097804e-02,1.599309790986963353e+00
5.215215215215215139e+00,-5.363343558975625092e-02,1.602770251845617500e+00
5.225225225225225145e+00,-2.787338587071030993e-02,1.606231543049283061e+00
5.235235235235235152e+00,-1.954680984205647842e-03,1.609693663205929548e+00
5.245245245245245158e+00,2.411490555365430888e-02,1.613156610928517809e+00
5.255255255255255165e+00,5.032752471547585760e-02,1.616620384834972945e+00
5.265265265265265171e+00,7.667525484791626322e-02,1.620084983548155888e+00
5.275275275275275177e+00,1.031501045876663802e-01,1.623550405695837640e+00
5.285285285285285184e+00,1.297440158069300686e-01,1.627016649910671964e+00
5.295295295295295190e+00,1.564488665872483808e-01,1.630483714830168518e+00
5.305305305305305197e+00,1.832564742204991215e-01,1.633951599096667318e+00
5.315315315315315203e+00,2.101585982358974980e-01,1.637420301357311425e+00
5.325325325325325210e+00,2.371469434518069797e-01,1.640889820264022081e+00
5.335335335335335216e+00,2.642131630511656004e-01,1.644360154473471836e+00
5.345345345345345223e+00,2.913488616793171171e-01,1.647831302647059459e+00
5.355355355355355229e+00,3.185455985630323283e-01,1.651303263450884851e+00
5.365365365365365236e+00,3.457948906494936470e-01,1.654776035555723057e+00
5.375375375375375242e+00,3.730882157640109664e-01,1.658249617636998963e+00
5.385385385385385248e+00,4.004170157852252609e-01,1.661724008374763972e+00
5.395395395395395255e+00,4.277726998365545263e-01,1.665199206453669367e+00
5.405405405405405261e+00,4.551466474926223471e-01,1.668675210562942768e+00
5.415415415415415268e+00,4.825302119994134276e-01,1.672152019396364375e+00
5.425425425425425274e+00,5.099147235068836048e-01,1.675629631652240770e+00
5.435435435435435281e+00,5.372914923127560805e-01,1.679108046033383150e+00
5.445445445445445287e+00,5.646518121162240611e-01,1.682587261247082022e+00
5.455455455455455294e+00,5.919869632802808868e-01,1.686067276005084326e+00
5.465465465465465300e+00,6.192882161013919529e-01,1.689548089023569011e+00
5.475475475475475307e+00,6.465468340852198459e-01,1.693029699023124834e+00
5.485485485485485313e+00,6.737540772271137790e-01,1.696512104728726156e+00
5.495495495495495319e+00,7.009012052960692518e-01,1.699995304869710955e+00
5.505505505505505326e+00,7.279794811208644134e-01,1.703479298179756851e+00
5.515515515515515332e+00,7.549801738770777204e-01,1.706964083396859122e+00
5.525525525525525339e+00,7.818945623736908157e-01,1.710449659263308053e+00
5.535535535535535345e+00,8.087139383379811086e-01,1.713936024525666735e+00
5.545545545545545352e+00,8.354296096974078711e-01,1.717423177934748413e+00
5.555555555555555358e+00,8.620329038571983293e-01,1.720911118245594729e+00
5.565565565565565365e+00,8.885151709723395630e-01,1.724399844217453515e+00
5.575575575575575371e+00,9.148677872126873556e-01,1.727889354613757922e+00
5.585585585585585378e+00,9.410821580199005831e-01,1.731379648202103105e+00
5.595595595595595384e+00,9.671497213549181682e-01,1.734870723754227129e+00
5.605605605605605390e+00,9.930619509346965135e-01,1.738362580045987205e+00
5.615615615615615397e+00,1.018810359456928438e+00,1.741855215857340600e+00
5.625625625625625403e+00,1.044386501811471302e+00,1.745348629972321763e+00
5.635635635635635410e+00,1.069781978277217771e+00,1.748842821179023455e+00
5.645645645645645416e+00,1.094988437703142026e+00,1.752337788269574537e+00
5.655655655655655423e+00,1.119997580672271731e+00,1.755833530040119550e+00
5.665665665665665429e+00,1.144801162647331338e+00,1.759330045290798950e+00
5.675675675675675436e+00,1.169390997096813045e+00,1.762827332825728455e+00
5.685685685685685442e+00,1.193758958600247500e+00,1.766325391452978621e+00
5.695695695695695449e+00,1.217896985931437470e+00,1.769824219984555302e+00
5.705705705705705455e+00,1.241797085118444999e+00,1.773323817236379440e+00
5.715715715715715461e+00,1.265451332479115898e+00,1.776824182028267307e+00
5.725725725725725468e+00,1.288851877630947218e+00,1.780325313183911407e+00
5.735735735735735474e+00,1.311990946474103747e+00,1.783827209530859825e+00
5.745745745745745481e+00,1.334860844146408487e+00,1.787329869900498469e+00
5.755755755755755487e+00,1.357453957949133816e+00,1.790833293128030412e+00
5.765765765765765494e+00,1.379762760242440933e+00,1.794337478052457469e+00
5.775775775775775500e+00,1.401779811309322277e+00,1.797842423516561317e+00
5.785785785785785507e+00,1.423497762186910931e+00,1.801348128366884627e+00
5.795795795795795513e+00,1.444909357464040589e+00,1.804854591453711965e+00
5.805805805805805520e+00,1.466007438043950284e+00,1.808361811631051586e+00
5.815815815815815526e+00,1.486784943871037434e+00,1.811869787756617001e+00
5.825825825825825532e+00,1.507234916620584730e+00,1.815378518691808107e+00
5.835835835835835539e+00,1.527350502350392603e+00,1.818888003301693868e+00
5.845845845845845545e+00,1.547124954113273887e+00,1.822398240454993212e+00
5.855855855855855552e+00,1.566551634529372627e+00,1.825909229024057945e+00
5.865865865865865558e+00,1.585624018317287831e+00,1.829420967884854532e+00
5.875875875875875565e+00,1.604335694783007860e+00,1.832933455916946341e+00
5.885885885885885571e+00,1.622680370265663363e+00,1.836446692003475656e+00
5.895895895895895578e+00,1.640651870539134194e+00,1.839960675031146797e+00
5.905905905905905584e+00,1.658244143168558615e+00,1.843475403890208808e+00
5.915915915915915591e+00,1.675451259820815997e+00,1.846990877474437243e+00
5.925925925925925597e+00,1.692267418528059952e+00,1.850507094681118181e+00
5.935935935935935603e+00,1.708686945903417076e+00,1.854024054411030464e+00
5.945945945945945610e+00,1.724704299307965094e+00,1.857541755568428599e+00
5.955955955955955616e+00,1.740314068968136230e+00,1.861060197061026766e+00
5.965965965965965623e+00,1.755510980042711111e+00,1.864579377799981064e+00
5.975975975975975629e+00,1.770289894638575667e+00,1.868099296699873957e+00
5.985985985985985636e+00,1.784645813774453638e+00,1.871619952678696741e+00
5.995995995995995642e+00,1.798573879291829991e+00,1.875141344657834219e+00
6.006006006006005649e+00,1.812069375712310082e+00,1.878663471562047160e+00
6.016016016016015655e+00,1.825127732040682460e+00,1.882186332319457645e+00
6.026026026026025662e+00,1.837744523512965689e+00,1.885709925861531078e+00
6.036036036036035668e+00,1.849915473288754164e+00,1.889234251123062425e+00
6.046046046046045674e+00,1.861636454087183923e+00,1.892759307042158667e+00
6.056056056056055681e+00,1.872903489765880281e+00,1.896285092560223262e+00
6.066066066066065687e+00,1.883712756842253366e+00,1.899811606621941262e+00
6.076076076076075694e+00,1.894060585956545806e+00,1.903338848175263331e+00
6.086086086086085700e+00,1.903943463276047243e+00,1.906866816171389534e+00
6.096096096096095707e+00,1.913358031839925699e+00,1.910395509564755567e+00
6.106106106106105713e+00,1.922301092844138193e+00,1.913924927313015889e+00
6.116116116116115720e+00,1.930769606865913035e+00,1.917455068377029503e+00
6.126126126126125726e+00,1.938760695027320846e+00,1.920985931720844642e+00
6.136136136136135732e+00,1.946271640097471334e+00,1.924517516311683218e+00
6.146146146146145739e+00,1.953299887532898182e+00,1.928049821119927509e+00
6.156156156156155745e+00,1.959843046455723936e+00,1.931582845119103053e+00
6.166166166166165752e+00,1.965898890569214075e+00,1.935116587285866219e+00
6.176176176176175758e+00,1.971465359010357021e+00,1.938651046599987993e+00
6.186186186186185765e+00,1.976540557139137455e+00,1.942186222044340438e+00
6.196196196196195771e+00,1.981122757264183187e+00,1.945722112604881593e+00
6.206206206206205778e+00,1.985210399304502715e+00,1.949258717270641261e+00
6.216216216216215784e+00,1.988802091387052329e+00,1.952796035033707467e+00
6.226226226226225791e+00,1.991896610379890298e+00,1.956334064889211577e+00
6.236236236236235797e+00,1.994492902360714304e+00,1.959872805835314091e+00
6.246246246246245803e+00,1.996590083020590267e+00,1.963412256873191097e+00
6.256256256256255810e+00,1.998187438002715588e+00,1.966952417007020726e+00
6.266266266266265816e+00,1.999284423176085124e+00,1.970493285243968273e+00
6.276276276276275823e+00,1.999880664843942890e+00,1.974034860594173324e+00
6.286286286286285829e+00,1.999975959886948207e+00,1.977577142070735761e+00
6.296296296296295836e+00,1.999570275840990785e+00,1.981120128689702664e+00
6.306306306306305842e+00,1.998663750909627446e+00,1.984663819470054325e+00
6.316316316316315849e+00,1.997256693911137138e+00,1.988208213433690696e+00
6.326326326326325855e+00,1.995349584160210021e+00,1.991753309605418965e+00
6.336336336336335862e+00,1.992943071284323686e+00,1.995299107012939110e+00
6.346346346346345868e+00,1.990037974974874446e+00,1.998845604686832367e+00
6.356356356356355874e+00,1.986635284673165858e+00,2.002392801660546340e+00
6.366366366366365881e+00,1.982736159191374803e+00,2.005940696970383019e+00
6.376376376376375887e+00,1.978341926268650131e+00,2.009489289655486566e+00
6.386386386386385894e+00,1.973454082062515269e+00,2.013038578757829100e+00
6.396396396396395900e+00,1.968074290575780649e+00,2.016588563322198269e+00
6.406406406406405907e+00,1.962204383019186871e+00,2.020139242396185253e+00
6.416416416416416801e+00,1.955846357110038625e+00,2.023690615030171891e+00
6.426426426426426808e+00,1.949002376307101603e+00,2.027242680277317799e+00
6.436436436436436814e+00,1.941674768982066368e+00,2.030795437193547492e+00
6.446446446446446821e+00,1.933866027527910258e+00,2.034348884837540172e+00
6.456456456456456827e+00,1.925578807404507486e+00,2.037903022270715070e+00
6.466466466466466834e+00,1.916815926121865576e+00,2.041457848557219901e+00
6.476476476476476840e+00,1.907580362161394705e+00,2.045013362763919762e+00
6.486486486486486847e+00,1.897875253835630716e+00,2.048569563960383366e+00
6.496496496496496853e+00,1.887703898086870113e+00,2.052126451218872827e+00
6.506506506506506859e+00,1.877069749225188211e+00,2.055684023614329448e+00
6.516516516516516866e+00,1.865976417606342697e+00,2.059242280224364396e+00
6.526526526526526872e+00,1.854427668250084871e+00,2.062801220129245383e+00
6.536536536536536879e+00,1.842427419399426114e+00,2.066360842411885557e+00
6.546546546546546885e+00,1.829979741021433126e+00,2.069921146157831071e+00
6.556556556556556892e+00,1.817088853250138136e+00,2.073482130455250871e+00
6.566566566566566898e+00,1.803759124772190026e+00,2.077043794394923371e+00
6.576576576576576905e+00,1.789995071155879414e+00,2.080606137070226236e+00
6.586586586586586911e+00,1.775801353124200954e+00,2.084169157577125731e+00
6.596596596596596918e+00,1.761182774772636517e+00,2.087732855014163391e+00
6.606606606606606924e+00,1.746144281732368020e+00,2.091297228482445814e+00
6.616616616616616930e+00,1.730690959279640229e+00,2.094862277085634883e+00
6.626626626626626937e+00,1.714828030392030689e+00,2.098427999929933119e+00
6.636636636636636943e+00,1.698560853752388855e+00,2.101994396124076570e+00
6.646646646646646950e+00,1.681894921701239776e+00,2.105561464779321490e+00
6.656656656656656956e+00,1.664835858138460134e+00,2.109129205009434127e+00
6.666666666666666963e+00,1.647389416375058868e+00,2.112697615930679618e+00
6.676676676676676969e+00,1.629561476935911024e+00,2.116266696661810887e+00
6.686686686686686976e+00,1.611358045314317700e+00,2.119836446324058876e+00
6.696696696696696982e+00,1.592785249679276260e+00,2.123406864041121889e+00
6.706706706706706989e+00,1.573849338536372766e+00,2.126977948939153151e+00
6.716716716716716995e+00,1.554556678343220533e+00,2.130549700146752823e+00
6.726726726726727001e+00,1.534913751080386524e+00,2.134122116794955115e+00
6.736736736736737008e+00,1.514927151778771908e+00,2.137695198017220743e+00
6.746746746746747014e+00,1.494603586004418450e+00,2.141268942949422716e+00
6.756756756756757021e+00,1.473949867301743488e+00,2.144843350729840115e+00
6.766766766766767027e+00,1.452972914596207588e+00,2.148418420499144332e+00
6.776776776776777034e+00,1.431679749557449588e+00,2.151994151400391520e+00
6.786786786786787040e+00,1.410077493923925118e+00,2.155570542579011040e+00
6.796796796796797047e+00,1.388173366790114382e+00,2.159147593182796143e+00
6.806806806806807053e+00,1.365974681857366146e+00,2.162725302361892865e+00
6.816816816816817060e+00,1.343488844649466829e+00,2.166303669268791587e+00
6.826826826826827066e+00,1.320723349694040927e+00,2.169882693058315937e+00
6.836836836836837072e+00,1.297685777670887441e+00,2.173462372887613014e+00
6.846846846846847079e+00,1.274383792528392068e+00,2.177042707916144959e+00
6.856856856856857085e+00,1.250825138569142680e+00,2.180623697305677400e+00
6.866866866866867092e+00,1.227017637505913417e+00,2.184205340220271019e+00
6.876876876876877098e+00,1.202969185489169757e+00,2.187787635826270893e+00
6.886886886886887105e+00,1.178687750107276555e+00,2.191370583292298946e+00
6.896896896896897111e+00,1.154181367360593402e+00,2.194954181789241510e+00
6.906906906906907118e+00,1.129458138610652362e+00,2.198538430490242224e+00
6.916916916916917124e+00,1.104526227505622238e+00,2.202123328570691818e+00
6.926926926926927131e+00,1.079393856883279934e+00,2.205708875208218345e+00
6.936936936936937137e+00,1.054069305652706401e+00,2.209295069582678739e+00
6.946946946946947143e+00,1.028560905655942603e+00,2.212881910876149494e+00
6.956956956956957150e+00,1.002877038510843200e+00,2.216469398272916003e+00
6.966966966966967156e+00,9.770261324363793687e-01,2.220057530959465009e+00
6.976976976976977163e+00,9.510166590616380144e-01,2.223646308124476167e+00
6.986986986986987169e+00,9.248571302197836630e-01,2.227235728958809613e+00
6.996996996996997176e+00,8.985560947282451583e-01,2.230825792655501516e+00
7.007007007007007182e+00,8.721221351564003577e-01,2.234416498409751206e+00
7.017017017017017189e+00,8.455638645820340304e-01,2.238007845418914510e+00
7.027027027027027195e+00,8.188899233378497122e-01,2.241599832882494869e+00
7.037037037037037202e+00,7.921089757493190442e-01,2.245192460002132684e+00
7.047047047047047208e+00,7.652297068651562340e-01,2.248785725981599537e+00
7.057057057057057214e+00,7.382608191817080501e-01,2.252379630026786206e+00
7.067067067067067221e+00,7.112110293625512059e-01,2.255974171345696888e+00
7.077077077077077227e+00,6.840890649545903202e-01,2.259569349148438988e+00
7.087087087087087234e+00,6.569036611019533067e-01,2.263165162647214235e+00
7.097097097097097240e+00,6.296635572589792673e-01,2.266761611056311576e+00
7.107107107107107247e+00,6.023774939035928533e-01,2.270358693592098298e+00
7.117117117117117253e+00,5.750542092523657223e-01,2.273956409473011142e+00
7.127127127127127260e+00,5.477024359785528373e-01,2.277554757919546979e+00
7.137137137137137266e+00,5.203308979344035690e-01,2.281153738154257482e+00
7.147147147147147273e+00,4.929483068790349032e-01,2.284753349401737132e+00
7.157157157157157279e+00,4.655633592131566689e-01,2.288353590888618783e+00
7.167167167167167285e+00,4.381847327219354771e-01,2.291954461843561663e+00
7.177177177177177292e+00,4.108210833272795126e-01,2.295555961497246500e+00
7.187187187187187298e+00,3.834810418508223240e-01,2.299158089082365297e+00
7.197197197197197305e+00,3.561732107888800347e-01,2.302760843833613791e+00
7.207207207207207311e+00,3.289061611006515728e-01,2.306364224987684786e+00
7.217217217217217318e+00,3.016884290109246858e-01,2.309968231783257497e+00
7.227227227227227324e+00,2.745285128285460119e-01,2.313572863460992668e+00
7.237237237237237331e+00,2.474348697819055420e-01,2.317178119263521907e+00
7.247247247247247337e+00,2.204159128726805306e-01,2.320783998435441919e+00
7.257257257257257343e+00,1.934800077490749226e-01,2.324390500223305622e+00
7.267267267267267350e+00,1.666354695997826485e-01,2.327997623875614597e+00
7.277277277277277356e+00,1.398905600698956420e-01,2.331605368642811982e+00
7.287287287287287363e+00,1.132534841999670028e-01,2.335213733777273148e+00
7.297297297297297369e+00,8.673238738943167547e-02,2.338822718533300815e+00
7.307307307307307376e+00,6.033535238557563574e-02,2.342432322167113945e+00
7.317317317317317382e+00,3.407039629923613866e-02,2.346042543936843749e+00
7.327327327327327389e+00,7.945467648401982608e-03,2.349653383102523030e+00
7.337337337337337395e+00,-1.803155656912541760e-02,2.353264838926081293e+00
7.347347347347347402e+00,-4.385287377286412047e-02,2.356876910671335867e+00
7.357357357357357408e+00,-6.951075866544070836e-02,2.360489597603984357e+00
7.367367367367367414e+00,-9.499756606591547303e-02,2.364102898991598423e+00
7.377377377377377421e+00,-1.203057337095324031e-01,2.367716814103614897e+00
7.387387387387387427e+00,-1.454277850128001814e-01,2.371331342211330462e+00
7.397397397397397434e+00,-1.703563318028212814e-01,2.374946482587892760e+00
7.407407407407407440e+00,-1.950840770098038468e-01,2.378562234508293738e+00
7.417417417417417447e+00,-2.196038173217014222e-01,2.382178597249362539e+00
7.427427427427427453e+00,-2.439084457999464162e-01,2.385795570089758399e+00
7.437437437437437460e+00,-2.679909544552541711e-01,2.389413152309963984e+00
7.447447447447447466e+00,-2.918444367824936658e-01,2.393031343192276506e+00
7.457457457457457473e+00,-3.154620902536361404e-01,2.396650142020803731e+00
7.467467467467467479e+00,-3.388372187678092562e-01,2.400269548081454207e+00
7.477477477477477485e+00,-3.619632350575037738e-01,2.403889560661931935e+00
7.487487487487487492e+00,-3.848336630499956668e-01,2.407510179051728372e+00
7.497497497497497498e+00,-4.074421401830647382e-01,2.411131402542117108e+00
7.507507507507507505e+00,-4.297824196741098501e-01,2.414753230426145425e+00
7.517517517517517511e+00,-4.518483727417803575e-01,2.418375661998628079e+00
7.527527527527527518e+00,-4.736339907792603277e-01,2.421998696556140640e+00
7.537537537537537524e+00,-4.951333874783636624e-01,2.425622333397012831e+00
7.547547547547547531e+00,-5.163408009036165591e-01,2.429246571821321421e+00
7.557557557557557537e+00,-5.372505955155262303e-01,2.432871411130884898e+00
7.567567567567567544e+00,-5.578572641422514522e-01,2.436496850629254585e+00
7.577577577577577550e+00,-5.781554298989146634e-01,2.440122889621709312e+00
7.587587587587587556e+00,-5.981398480538163698e-01,2.443749527415250089e+00
7.597597597597597563e+00,-6.178054078408290462e-01,2.447376763318590331e+00
7.607607607607607569e+00,-6.371471342172785324e-01,2.451004596642152755e+00
7.617617617617617576e+00,-6.561601895666326900e-01,2.454633026698060938e+00
7.627627627627627582e+00,-6.748398753453470622e-01,2.458262052800133990e+00
